rank,bgg_url,names,min_players,max_players,avg_time,min_time,max_time,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,weight
100,54043/jaipur,Jaipur,2,2,30,30,30,7.53554,7.41329,22311,https://cf.geekdo-images.com/images/pic725500.jpg,12,"Card Drafting, Hand Management, Set Collection",30786,"Animals, Card Game",1.527
101,146886/la-granja,La Granja,1,4,120,90,120,7.76387,7.41164,5687,https://cf.geekdo-images.com/images/pic2031777.jpg,12,"Area Control / Area Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Worker Placement",7821,"Economic, Farming",3.5924
102,43015/hansa-teutonica,Hansa Teutonica,2,5,90,45,90,7.63246,7.41061,9126,https://cf.geekdo-images.com/images/pic839090.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Route/Network Building",9002,Renaissance,3.1317
103,27833/steam,Steam,3,5,90,90,90,7.6504,7.41033,8396,https://cf.geekdo-images.com/images/pic392515.jpg,10,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement",9166,"Economic, Trains, Transportation",3.4495
104,176189/zombicide-black-plague,Zombicide: Black Plague,1,6,180,60,180,7.86789,7.40954,6824,https://cf.geekdo-images.com/images/pic2482309.jpg,10,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",12646,"Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies",2.5722
105,4098/age-steam,Age of Steam,1,6,120,120,120,7.69807,7.40703,6980,https://cf.geekdo-images.com/images/pic429576.jpg,13,"Auction/Bidding, Dice Rolling, Player Elimination, Route/Network Building, Tile Placement",6517,"Economic, Trains, Transportation",3.9288
106,230802/azul,Azul,2,4,45,30,45,7.95976,7.40665,4254,https://cf.geekdo-images.com/images/pic3718275.jpg,8,"Pattern Building, Set Collection, Tile Placement",6075,Abstract Strategy,1.8952
107,104006/village,Village,2,4,90,60,90,7.55613,7.40425,15186,https://cf.geekdo-images.com/images/pic2760568.jpg,12,"Set Collection, Worker Placement",18873,"Farming, Medieval",3.0783
108,148228/splendor,Splendor,2,4,30,30,30,7.51093,7.40278,35943,https://cf.geekdo-images.com/images/pic1904079.jpg,10,"Card Drafting, Set Collection",48579,"Card Game, Economic, Renaissance",1.8348
109,555/princes-florence,The Princes of Florence,2,5,100,75,100,7.57452,7.4015,13510,https://cf.geekdo-images.com/images/pic1306997.jpg,12,"Auction/Bidding, Tile Placement",14309,"City Building, Renaissance",3.2541
110,31627/ticket-ride-nordic-countries,Ticket to Ride: Nordic Countries,2,3,60,30,60,7.65742,7.39899,8722,https://cf.geekdo-images.com/images/pic369616.jpg,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",12418,"Trains, Transportation, Travel",1.994
111,128621/viticulture,Viticulture,2,6,90,90,90,7.71104,7.39768,7001,https://cf.geekdo-images.com/images/pic2619743.jpg,13,"Hand Management, Worker Placement",6927,"Economic, Farming",2.9332
112,215/tichu,Tichu,4,4,60,60,60,7.60161,7.39346,11117,https://cf.geekdo-images.com/images/pic169494.jpg,10,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",16385,Card Game,2.3438
113,188/go,Go,2,2,180,30,180,7.66016,7.39267,12188,https://cf.geekdo-images.com/images/pic1728832.jpg,8,Area Enclosure,16369,Abstract Strategy,3.9759
114,196340/yokohama,Yokohama,2,4,90,90,90,7.99102,7.39125,3433,https://cf.geekdo-images.com/images/pic2948038.png,12,"Grid Movement, Modular Board, Route/Network Building, Set Collection, Worker Placement",5810,Economic,3.3511
115,10630/memoir-44,Memoir '44,2,8,60,30,60,7.53824,7.39056,20605,https://cf.geekdo-images.com/images/pic43663.jpg,8,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Simulation",26032,"Miniatures, Wargame, World War II",2.277
116,182874/grand-austria-hotel,Grand Austria Hotel,2,4,120,60,120,7.77846,7.38621,5493,https://cf.geekdo-images.com/images/pic2728138.jpg,12,"Dice Rolling, Hand Management, Set Collection",7071,Economic,3.2247
117,129437/legendary-marvel-deck-building-game,Legendary: A Marvel Deck Building Game,1,5,45,45,45,7.62628,7.38297,14417,https://cf.geekdo-images.com/images/pic1430769.jpg,14,"Co-operative Play, Deck / Pool Building",21955,"Card Game, Comic Book / Strip",2.4703
118,233078/twilight-imperium-fourth-edition,Twilight Imperium: Fourth Edition,3,6,480,240,480,9.06876,7.3819,1579,https://cf.geekdo-images.com/images/pic3727516.jpg,14,"Area Control / Area Influence, Area Movement, Area-Impulse, Dice Rolling, Hex-and-Counter, Modular Board, Set Collection, Trading, Variable Phase Order, Variable Player Powers, Voting",3227,"Civilization, Economic, Negotiation, Political, Science Fiction, Space Exploration, Wargame",4.1489
119,9209/ticket-ride,Ticket to Ride,2,5,60,30,60,7.47009,7.37214,52995,https://cf.geekdo-images.com/images/pic38668.jpg,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",67578,"Trains, Travel",1.8722
120,172287/champions-midgard,Champions of Midgard,2,4,90,60,90,7.7794,7.36635,5448,https://cf.geekdo-images.com/images/pic2869714.jpg,10,"Dice Rolling, Set Collection, Worker Placement",8639,"Adventure, Dice, Fantasy, Fighting, Medieval, Mythology",2.527
121,154203/imperial-settlers,Imperial Settlers,1,4,90,45,90,7.53711,7.36451,14466,https://cf.geekdo-images.com/images/pic2871265.jpg,10,"Card Drafting, Hand Management, Take That, Variable Player Powers",19677,"Ancient, Card Game, City Building, Civilization",2.7702
122,20551/shogun,Shogun,3,5,150,150,150,7.5693,7.35941,11078,https://cf.geekdo-images.com/images/pic145843.jpg,12,"Action / Movement Programming, Area Control / Area Influence, Area Movement, Auction/Bidding, Simultaneous Action Selection, Variable Phase Order",11127,"Economic, Medieval, Territory Building",3.3739
123,31481/galaxy-trucker,Galaxy Trucker,2,4,60,60,60,7.46206,7.35603,22583,https://cf.geekdo-images.com/images/pic3926631.jpg,10,"Dice Rolling, Partnerships, Tile Placement",23138,"Humor, Real-time, Science Fiction, Space Exploration, Transportation",2.3208
124,146439/battlelore-second-edition,BattleLore (Second Edition),2,2,90,45,90,7.89836,7.3523,4115,https://cf.geekdo-images.com/images/pic1854807.jpg,14,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",7099,"Dice, Fantasy, Miniatures, Wargame",2.7818
125,101721/mage-wars-arena,Mage Wars Arena,2,2,90,90,90,7.76094,7.35196,6365,https://cf.geekdo-images.com/images/pic2386027.jpg,13,"Dice Rolling, Grid Movement, Simultaneous Action Selection, Variable Player Powers",11043,"Card Game, Fantasy, Fighting",3.6276
126,234/hannibal-rome-vs-carthage,Hannibal: Rome vs. Carthage,2,2,200,40,200,7.82507,7.35183,4412,https://cf.geekdo-images.com/images/pic706069.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation",6817,"Ancient, Political, Wargame",3.4112
127,155821/inis,Inis,2,4,90,60,90,7.82065,7.34933,5082,https://cf.geekdo-images.com/images/pic3112623.jpg,14,"Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Modular Board, Tile Placement, Variable Phase Order",7555,"Ancient, Card Game, Miniatures, Mythology",2.9394
128,54998/cyclades,Cyclades,2,5,90,60,90,7.54177,7.34803,13394,https://cf.geekdo-images.com/images/pic584779.jpg,13,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Dice Rolling, Set Collection, Variable Phase Order",14396,"Ancient, City Building, Civilization, Fighting, Miniatures, Mythology, Nautical",2.828
129,7854/yinsh,YINSH,2,2,60,30,60,7.68973,7.34774,5808,https://cf.geekdo-images.com/images/pic2844830.png,9,"Grid Movement, Pattern Building",7221,Abstract Strategy,2.7264
130,140620/lewis-clark,Lewis & Clark,1,5,120,120,120,7.55999,7.34696,9714,https://cf.geekdo-images.com/images/pic1902092.jpg,14,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement, Worker Placement",11941,"American West, Racing",3.3179
131,22545/age-empires-iii-age-discovery,Age of Empires III: The Age of Discovery,2,5,120,90,120,7.57652,7.34544,9129,https://cf.geekdo-images.com/images/pic990261.jpg,10,"Area Control / Area Influence, Set Collection, Worker Placement",7761,"Civilization, Exploration, Renaissance, Video Game Theme",3.1305
132,97207/dungeon-petz,Dungeon Petz,2,4,90,90,90,7.56239,7.34428,9543,https://cf.geekdo-images.com/images/pic1103979.jpg,13,"Auction/Bidding, Hand Management, Worker Placement",12786,"Animals, Fantasy, Humor",3.5465
133,12/ra,Ra,2,5,60,45,60,7.47106,7.34142,16200,https://cf.geekdo-images.com/images/pic3013552.jpg,12,"Auction/Bidding, Press Your Luck, Set Collection",15337,"Ancient, Mythology",2.3523
134,93260/summoner-wars-master-set,Summoner Wars: Master Set,2,4,30,30,30,7.59092,7.34031,9170,https://cf.geekdo-images.com/images/pic923048.jpg,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",11906,"Card Game, Fantasy, Fighting",2.5176
135,24181/imperial,Imperial,2,6,180,120,180,7.62285,7.33865,7437,https://cf.geekdo-images.com/images/pic840712.jpg,13,"Area Control / Area Influence, Area Movement, Stock Holding",6360,"Economic, Nautical, Political",3.5759
136,59294/runewars,Runewars,2,4,240,180,240,7.69094,7.33219,6806,https://cf.geekdo-images.com/images/pic1534815.jpg,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Modular Board, Simultaneous Action Selection, Variable Player Powers",8830,"Adventure, Fantasy, Fighting, Wargame",3.7563
137,822/carcassonne,Carcassonne,2,5,45,30,45,7.4329,7.33005,73890,https://cf.geekdo-images.com/images/pic2337577.jpg,8,"Area Control / Area Influence, Tile Placement",103656,"City Building, Medieval, Territory Building",1.9333
138,38453/space-alert,Space Alert,1,5,30,30,30,7.50776,7.32939,12580,https://cf.geekdo-images.com/images/pic384313.jpg,12,"Action / Movement Programming, Area Movement, Co-operative Play, Hand Management, Simultaneous Action Selection",17089,"Electronic, Real-time, Science Fiction, Space Exploration",2.9351
139,193037/dead-winter-long-night,Dead of Winter: The Long Night,2,5,120,60,120,7.93856,7.32538,3763,https://cf.geekdo-images.com/images/pic2906832.jpg,14,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Storytelling, Variable Player Powers, Voting",9954,"Bluffing, Deduction, Horror, Mature / Adult, Science Fiction, Zombies",3.4516
140,25021/sekigahara-unification-japan,Sekigahara: The Unification of Japan,2,2,180,180,180,8.05173,7.32306,2674,https://cf.geekdo-images.com/images/pic1063508.jpg,12,"Hand Management, Point to Point Movement, Secret Unit Deployment",4826,"Civil War, Renaissance, Wargame",2.7284
141,181304/mysterium,Mysterium,2,7,42,42,42,7.48298,7.32139,16638,https://cf.geekdo-images.com/images/pic2601683.jpg,10,"Co-operative Play, Hand Management, Pattern Recognition",25337,"Deduction, Murder/Mystery, Party Game",1.9256
142,19857/glory-rome,Glory to Rome,2,5,60,60,60,7.49479,7.3202,11335,https://cf.geekdo-images.com/images/pic1079512.png,12,"Card Drafting, Hand Management, Set Collection, Variable Phase Order",12603,"Ancient, Card Game, City Building, Economic",2.9241
143,127060/bora-bora,Bora Bora,2,4,120,60,120,7.58959,7.31995,7092,https://cf.geekdo-images.com/images/pic1542342.jpg,12,"Dice Rolling, Set Collection, Worker Placement",9747,Dice,3.7422
144,118048/targi,Targi,2,2,60,60,60,7.60421,7.31624,6869,https://cf.geekdo-images.com/images/pic1629318.jpg,12,"Modular Board, Set Collection, Worker Placement",9720,"Arabian, Card Game",2.3849
145,172818/above-and-below,Above and Below,2,4,90,90,90,7.61135,7.31437,7357,https://cf.geekdo-images.com/images/pic2398773.jpg,13,"Action Point Allowance System, Card Drafting, Deck / Pool Building, Dice Rolling, Set Collection, Storytelling, Trading",11588,"Adventure, Book, City Building, Economic, Exploration, Fantasy, Farming, Negotiation",2.5474
146,192291/sushi-go-party,Sushi Go Party!,2,8,20,20,20,7.61792,7.31396,7613,https://cf.geekdo-images.com/images/pic3031286.jpg,8,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection",15192,"Card Game, Party Game",1.2966
147,48726/alien-frontiers,Alien Frontiers,2,4,90,90,90,7.48321,7.31147,12102,https://cf.geekdo-images.com/images/pic3360924.png,13,"Area Control / Area Influence, Card Drafting, Dice Rolling, Worker Placement",12361,"Dice, Science Fiction",2.5703
148,176494/isle-skye-chieftain-king,Isle of Skye: From Chieftain to King,2,5,50,30,50,7.49928,7.31104,11505,https://cf.geekdo-images.com/images/pic2524838.jpg,8,"Auction/Bidding, Set Collection, Tile Placement",15455,"Economic, Territory Building",2.2542
149,27708/1960-making-president,1960: The Making of the President,2,2,90,90,90,7.58694,7.31017,7395,https://cf.geekdo-images.com/images/pic3499166.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Hand Management",8667,Political,3.1987
150,108745/seasons,Seasons,2,4,60,60,60,7.45704,7.30621,15449,https://cf.geekdo-images.com/images/pic1299390.jpg,14,"Card Drafting, Dice Rolling, Hand Management, Take That",18756,"Card Game, Dice, Fantasy",2.7677
151,155873/power-grid-deluxe-europenorth-america,Power Grid Deluxe: Europe/North America,2,6,120,120,120,8.09664,7.30526,2460,https://cf.geekdo-images.com/images/pic2056160.jpg,12,"Auction/Bidding, Route/Network Building",4610,"Economic, Industry / Manufacturing",3.2095
152,463/magic-gathering,Magic: The Gathering,2,2,20,20,20,7.44588,7.30086,24815,https://cf.geekdo-images.com/images/pic163749.jpg,13,"Hand Management, Player Elimination, Take That",27375,"Card Game, Collectible Components, Fantasy, Fighting",3.1584
153,82222/xia-legends-drift-system,Xia: Legends of a Drift System,3,5,180,60,180,7.83801,7.29953,4178,https://cf.geekdo-images.com/images/pic1807124.png,12,"Action Point Allowance System, Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver, Roll / Spin and Move, Tile Placement, Variable Player Powers",6671,"Adventure, Exploration, Fighting, Miniatures, Science Fiction, Space Exploration, Transportation",3.1202
154,181279/fury-dracula-third-edition,Fury of Dracula (third edition),2,5,180,120,180,7.65585,7.29724,6183,https://cf.geekdo-images.com/images/pic2628062.jpg,14,"Partnerships, Point to Point Movement, Secret Unit Deployment, Variable Player Powers",13023,"Adventure, Deduction, Fighting, Horror, Novel-based",3.183
155,92828/dixit-odyssey,Dixit Odyssey,3,12,30,30,30,7.50692,7.29587,11227,https://cf.geekdo-images.com/images/pic918568.jpg,8,"Partnerships, Simultaneous Action Selection, Storytelling, Voting",15192,"Card Game, Humor, Party Game",1.2389
156,66589/navegador,Navegador,2,5,90,60,90,7.57841,7.2932,6576,https://cf.geekdo-images.com/images/pic3246725.jpg,12,Area Movement,6395,"Economic, Exploration, Nautical, Renaissance",3.0922
157,17392/here-i-stand,Here I Stand,2,6,360,180,360,7.94026,7.28786,3040,https://cf.geekdo-images.com/images/pic353047.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",4552,"Negotiation, Political, Religious, Renaissance, Wargame",4.1413
158,421/1830-railways-robber-barons,1830: Railways & Robber Barons,2,7,360,180,360,7.8248,7.28655,3556,https://cf.geekdo-images.com/images/pic882119.jpg,14,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",5197,"Economic, Trains, Transportation",4.1593
159,54138/imperial-2030,Imperial 2030,2,6,120,120,120,7.7314,7.28505,4408,https://cf.geekdo-images.com/images/pic586346.jpg,12,"Area Control / Area Influence, Area Movement, Stock Holding",4792,"Economic, Fighting, Nautical, Political",3.5066
160,41114/resistance,The Resistance,5,10,30,30,30,7.38861,7.27961,28233,https://cf.geekdo-images.com/images/pic2576459.jpg,13,"Partnerships, Simultaneous Action Selection, Voting",42572,"Bluffing, Deduction, Negotiation, Party Game, Science Fiction, Spies/Secret Agents",1.6312
161,77130/sid-meiers-civilization-board-game,Sid Meier's Civilization: The Board Game,2,4,240,120,240,7.4848,7.27673,12182,https://cf.geekdo-images.com/images/pic798666.jpg,13,"Card Drafting, Deck / Pool Building, Grid Movement, Hand Management, Modular Board, Rock-Paper-Scissors, Trading, Variable Player Powers",16051,"City Building, Civilization, Exploration, Negotiation, Video Game Theme",3.8603
162,3/samurai,Samurai,2,4,60,30,60,7.43847,7.27082,12560,https://cf.geekdo-images.com/images/pic3211873.jpg,10,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement",12576,"Abstract Strategy, Medieval",2.5044
