,names,score,boolean
852,power grid: the first sparks,0.155102,False
853,giants,0.34829,True
854,olympos,0.281492,False
855,blue moon,0.312804,True
856,age of renaissance,0.381402,True
857,poker,0.250718,False
858,the staufer dynasty,0.223404,False
859,plague inc.: the board game,0.409354,True
860,blokus 3d,0.341124,True
861,call of cthulhu: the card game,0.206838,False
862,ca$h 'n gun$,0.17614,False
863,the little prince: make me a planet,0.376296,True
864,mascarade,0.3038,True
865,aeon's end: war eternal,0.377362,True
866,cv,0.25556,False
867,watson and holmes,0.220652,False
868,ghost blitz,0.227088,False
869,carolus magnus,0.321594,True
870,codex: card-time strategy ? deluxe set,0.424162,True
871,star wars: epic duels,0.328402,True
872,blokus trigon,0.401858,True
873,a fake artist goes to new york,0.42257,True
874,ulm,0.296968,True
875,himalaya,0.254344,False
876,dead men tell no tales,0.262572,False
877,successors (third edition),0.353532,True
878,ad astra,0.261668,False
879,star trek: attack wing,0.163314,False
880,the civil war,0.164718,False
881,ys,0.217126,False
882,coup: rebellion g54,0.299446,True
883,tak,0.376002,True
884,transamerica,0.442104,True
885,forge war,0.2983,True
886,battle cry: 150th civil war anniversary edition,0.409836,True
887,balloon cup,0.15767,False
888,warmachine prime mk ii,0.321726,True
889,"the hunters: german u-boats at war, 1939-43",0.270726,False
890,51st state,0.202748,False
891,krosmaster: arena,0.374536,True
892,magic realm,0.2115,False
893,kodama: the tree spirits,0.296378,True
894,space cadets: dice duel,0.224226,False
895,walnut grove,0.400746,True
896,havana,0.277524,False
897,the game,0.301154,True
898,world in flames,0.20005,False
899,i'm the boss!,0.21777,False
900,arctic scavengers,0.296028,True
901,the ancient world,0.300112,True
902,breakout: normandy,0.192236,False
903,turn the tide,0.15976,False
904,thunderstone advance: numenera,0.244032,False
905,dc comics deck-building game: heroes unite,0.413104,True
906,fearsome floors,0.305356,True
907,middle-earth,0.283874,True
908,kahuna,0.215098,False
909,duel of ages ii,0.38657,True
910,onirim,0.308194,True
911,warhammer underworlds: shadespire,0.512022,True
912,timeline: historical events,0.292878,True
913,valley of the kings: afterlife,0.368384,True
914,a victory lost,0.366334,True
915,traders of osaka,0.303584,True
916,bunny kingdom,0.382394,True
917,archaeology: the new expedition,0.432736,True
918,thunderstone advance: worlds collide,0.21169,False
919,lost cities: the board game,0.381424,True
920,a house divided,0.182828,False
921,legacy of dragonholt,0.460988,True
922,gulo gulo,0.46345,True
923,my village,0.159166,False
924,omen: a reign of war,0.26131,False
925,warhammer: diskwars,0.16608,False
926,dead man's draw,0.297206,True
927,sleuth,0.301318,True
928,steel driver,0.229806,False
929,ticket to ride: rails and sails,0.300578,True
930,empires in arms,0.403724,True
931,vampire: the eternal struggle,0.451124,True
932,on the underground,0.360856,True
933,helvetia,0.141642,False
934,villages of valeria,0.272432,False
935,diamonds club,0.302076,True
936,empire builder,0.275174,False
937,leonardo da vinci,0.261296,False
938,junta,0.21688,False
939,stronghold (2nd edition),0.350366,True
940,pergamon,0.291646,True
941,haspelknecht,0.274988,False
942,escape from the aliens in outer space,0.216066,False
943,nmbr 9,0.264328,False
944,historia,0.338502,True
945,eight-minute empire,0.267062,False
946,hab and gut,0.3225,True
947,ogre,0.166622,False
948,theseus: the dark orbit,0.32087,True
949,dungeons and dragons: temple of elemental evil board game,0.250936,False
950,tiny epic kingdoms,0.254572,False
951,new angeles,0.397872,True
952,timeline: diversity,0.339562,True
953,ground floor,0.259874,False
954,evo (second edition),0.207728,False
955,the lost expedition,0.351072,True
956,big city,0.413844,True
957,pret-a-porter,0.183856,False
958,masmorra: dungeons of arcadia,0.22844,False
959,samurai spirit,0.338784,True
960,marvel dice masters: age of ultron,0.265572,False
961,ascension: rise of vigil,0.163532,False
962,exodus: proxima centauri,0.186298,False
963,konig von siam,0.420392,True
964,the great heartland hauling co.,0.390682,True
965,oregon,0.420506,True
966,three kingdoms redux,0.532748,True
967,ponzi scheme,0.275006,False
968,nefertiti,0.266952,False
969,revolution!,0.345386,True
970,antike duellum,0.297024,True
971,tides of madness,0.22429,False
972,the rose king,0.24501,False
973,founding fathers,0.567706,True
974,smash up: the obligatory cthulhu set,0.068036,False
975,"artifacts, inc.",0.359836,True
976,axis and allies pacific 1940,0.382782,True
977,quoridor,0.211496,False
978,mordheim: city of the damned,0.339418,True
979,porta nigra,0.355308,True
980,barony,0.157362,False
981,edo,0.225058,False
982,manhattan,0.349984,True
983,android,0.282834,True
984,pitchcar mini,0.336386,True
985,"napoleon: the waterloo campaign, 1815",0.28497,True
986,race! formula 90,0.365786,True
987,guillotine,0.390658,True
988,xiangqi,0.2424,False
989,quebec,0.385936,True
990,stephenson's rocket,0.196466,False
991,the captain is dead,0.359854,True
992,oceanos,0.271014,False
993,pueblo,0.277866,False
994,sun tzu,0.296624,True
995,2 de mayo,0.339986,True
996,legend of the five rings,0.242376,False
997,a study in emerald (second edition),0.275404,False
998,la boca,0.389032,True
999,pirate's cove,0.2836,True
1000,we the people,0.28262,True
1001,castaways,0.263298,False
1002,dungeon twister 2: prison,0.184014,False
1003,rommel in the desert,0.297868,True
1004,show manager,0.343604,True
1005,bang!,0.28229,True
1006,risk 2210 a.d.,0.191528,False
1007,perikles,0.27545,False
1008,the red dragon inn 2,0.20112,False
1009,arena: roma ii,0.235608,False
1010,sluff off!,0.230588,False
1011,royal palace,0.284724,True
1012,warriors of god,0.20723,False
1013,a castle for all seasons,0.190322,False
1014,legendary encounters: a firefly deck building game,0.289536,True
1015,indigo,0.417294,True
1016,super dungeon explore,0.236104,False
1017,time's up! deluxe,0.29956,True
1018,raf: the battle of britain 1940,0.245896,False
1019,skull king,0.389646,True
1020,last night on earth: timber peak,0.296404,True
1021,axis and allies,0.191722,False
1022,the russian campaign,0.310422,True
1023,eurorails,0.31118,True
1024,babel,0.193264,False
1025,kingdoms,0.319242,True
1026,wooden ships and iron men,0.242966,False
1027,inca empire,0.387886,True
1028,jungle speed,0.118122,False
1029,project: elite,0.112136,False
1030,pax pamir,0.318824,True
1031,herbaceous,0.425252,True
1032,the princes of machu picchu,0.322552,True
1033,the fox in the forest,0.435604,True
1034,heroscape master set:  battle for the underdark,0.159426,False
1035,agents of smersh,0.315732,True
1036,timeline: discoveries,0.232996,False
1037,warfighter: the tactical special forces card game,0.247344,False
1038,mare nostrum,0.319026,True
1039,beyond balderdash,0.356816,True
1040,wings of war: watch your back!,0.1002,False
1041,unlock! squeek and sausage,0.30296,True
1042,antike ii,0.28415,True
1043,confusion:  espionage and deception in the cold war,0.325052,True
1044,scotland yard,0.224968,False
1045,horus heresy (2010),0.131308,False
1046,odin's ravens,0.39154,True
1047,happy salmon,0.340166,True
1048,jump drive,0.37733,True
1049,chateau roquefort,0.335448,True
1050,beasty bar,0.328078,True
1051,space crusade,0.215756,False
1052,hare and tortoise,0.211496,False
1053,ave caesar,0.34643,True
1054,wasteland express delivery service,0.352164,True
1055,expedition: northwest passage,0.40659,True
1056,adventure time love letter,0.522238,True
1057,drum roll,0.15121,False
1058,kamisado,0.307822,True
1059,relic,0.249288,False
1060,infinity,0.386198,True
1061,mystery of the abbey,0.31237,True
1062,navajo wars,0.215268,False
1063,niagara,0.231568,False
1064,heroscape marvel: the conflict begins,0.169348,False
1065,tiny epic western,0.281292,False
1066,the adventurers: the temple of chac,0.331612,True
1067,serenissima (first edition),0.103232,False
1068,pickomino,0.293558,True
1069,cold war: cia vs kgb,0.428992,True
1070,fjords,0.38824,True
1071,rum and bones,0.296092,True
1072,hornet leader: carrier air operations,0.351218,True
1073,the bottle imp,0.305934,True
1074,london (second edition),0.3673,True
1075,seeland,0.34946,True
1076,american rails,0.373308,True
1077,felix: the cat in the sack,0.03717,False
1078,ex libris,0.52482,True
1079,shogi,0.33068,True
1080,ascension: realms unraveled,0.231612,False
1081,favor of the pharaoh,0.41643,True
1082,backgammon,0.20833,False
1083,new bedford,0.363588,True
1084,wealth of nations,0.315778,True
1085,archaeology: the card game,0.35422,True
1086,um reifenbreite,0.338522,True
1087,wings of war: burning drachens,0.159814,False
1088,hermagor,0.152966,False
1089,ra: the dice game,0.42214,True
1090,the boss,0.147098,False
1091,sail to india,0.22392,False
1092,bootleggers,0.278112,False
1093,love letter: the hobbit ? the battle of the five armies,0.399472,True
1094,florenza,0.171808,False
1095,rum and bones: second tide,0.369876,True
1096,wings of war: deluxe set,0.309304,True
1097,altiplano,0.330196,True
1098,mangrovia,0.257046,False
1099,pastiche,0.309434,True
1100,compounded,0.257618,False
1101,timeline: music and cinema,0.27448,False
1102,century: golem edition,0.498854,True
1103,"run, fight, or die!",0.133998,False
1104,cutthroat caverns,0.278544,False
1105,ubongo 3-d,0.189094,False
1106,strat-o-matic baseball,0.383576,True
1107,neanderthal,0.188146,False
1108,conquest of the empire,0.201042,False
1109,cthulhu realms,0.174446,False
1110,werewolf,0.27039,False
1111,beyond baker street,0.397954,True
1112,tsuro of the seas,0.28753,True
1113,elasund: the first city,0.237388,False
1114,atlantic star,0.245234,False
1115,catan histories: settlers of america ? trails to rails,0.235008,False
1116,bonaparte at marengo,0.391382,True
1117,pulsar 2849,0.37055,True
1118,clans,0.317324,True
1119,20th century,0.189762,False
1120,duplik,0.214386,False
1121,the ark of the covenant,0.316006,True
1122,odin's ravens (second edition),0.42982,True
1123,space cadets,0.316726,True
1124,talisman (revised 4th edition),0.303952,True
1125,battletech introductory box set,0.14777,False
1126,pathfinder adventure card game: wrath of the righteous ? base set,0.146844,False
1127,magnum sal,0.35601,True
1128,heaven and ale,0.518114,True
1129,trambahn,0.23034,False
1130,dawn of the zeds (third edition),0.284196,True
1131,guilds of london,0.329262,True
1132,copycat,0.291446,True
1133,fighting formations: grossdeutschland motorized infantry division,0.292226,True
1134,good cop bad cop,0.369598,True
1135,wits and wagers family,0.388182,True
1136,the great dalmuti,0.332906,True
1137,hamsterrolle,0.357364,True
1138,world of warcraft: the boardgame,0.212086,False
1139,fallout,0.291248,True
1140,1870: railroading across the trans mississippi from 1870,0.301166,True
1141,league of six,0.153544,False
1142,impulse,0.327028,True
1143,fields of fire,0.255594,False
1144,the hanging gardens,0.426806,True
1145,the bridges of shangri-la,0.329814,True
1146,police precinct,0.171516,False
1147,tramways,0.401956,True
1148,wasabi!,0.254514,False
1149,zombie 15',0.13307,False
1150,dawn of the zeds (second edition),0.424124,True
1151,oltre mare,0.25919,False
1152,majesty: for the realm,0.442096,True
1153,trans europa,0.257668,False
1154,funkenschlag,0.171106,False
1155,the red dragon inn,0.36826,True
1156,valdora,0.236852,False
1157,steam time,0.402458,True
1158,victory in the pacific,0.366832,True
1159,new amsterdam,0.263008,False
1160,frank's zoo,0.386554,True
1161,city of horror,0.100558,False
1162,paris connection,0.343894,True
1163,field commander: napoleon,0.198486,False
1164,hoity toity,0.259696,False
1165,kolejka,0.21097,False
1166,crisis,0.1805,False
1167,the king is dead,0.258286,False
1168,richard iii: the wars of the roses,0.29983,True
1169,alea iacta est,0.354486,True
1170,carrom,0.248844,False
1171,"edel, stein and reich",0.278566,False
1172,campaign manager 2008,0.283652,True
1173,horse fever,0.25027,False
1174,razzia!,0.278422,False
1175,covert,0.366186,True
1176,crusader rex,0.174826,False
1177,my first carcassonne,0.23768,False
1178,axis and allies,0.191722,False
1179,sylla,0.15768,False
1180,doom: the board game,0.269618,False
1181,lifeboats,0.246582,False
1182,b-17: queen of the skies,0.318244,True
1183,riff raff,0.43172,True
1184,world war ii: barbarossa to berlin,0.25948,False
1185,1944: race to the rhine,0.215234,False
1186,hit z road,0.230378,False
1187,isla dorada,0.169914,False
1188,snake oil,0.44784,True
1189,mall of horror,0.131074,False
1190,mythos tales,0.252654,False
1191,android: infiltration,0.308118,True
1192,urban sprawl,0.216666,False
1193,battlecon: fate of indines,0.17537,False
1194,eastfront ii,0.317182,True
1195,oasis,0.401352,True
1196,samarkand: routes to riches,0.282856,True
1197,marrakech,0.317122,True
1198,el capitan,0.229084,False
1199,unlock! the formula,0.282222,True
1200,ta yu,0.376576,True
1201,time's up! edicion azul,0.233438,False
1202,normandy '44,0.228264,False
1203,battle sheep,0.167724,False
1204,revolution: the dutch revolt 1568-1648,0.332418,True
1205,il vecchio,0.277968,False
1206,yunnan,0.46991,True
1207,treasure hunter,0.306606,True
1208,set,0.263026,False
1209,nyet!,0.300818,True
1210,palastgefluster,0.230358,False
1211,you're bluffing!,0.289258,True
1212,imagine,0.17944,False
1213,guildhall: job faire,0.119822,False
1214,dungeonquest (third edition),0.281886,False
1215,mythotopia,0.245458,False
1216,harbour,0.267716,False
1217,conquest of planet earth: the space alien game,0.382408,True
1218,la granja: no siesta,0.311102,True
1219,fits,0.243744,False
1220,iki,0.377098,True
1221,warmachine,0.393008,True
1222,the napoleonic wars (second edition),0.332916,True
1223,oddville,0.256972,False
1224,the red dragon inn 3,0.239936,False
1225,lost legacy: the starship,0.305814,True
1226,insider,0.404438,True
1227,star trek panic,0.269014,False
1228,epic spell wars of the battle wizards: duel at mt. skullzfyre,0.24078,False
1229,subbuteo,0.302166,True
1230,qin,0.356108,True
1231,samurai sword,0.112794,False
1232,iron dragon,0.30751,True
1233,the great battles of alexander: deluxe edition,0.187682,False
1234,spqr (deluxe edition),0.2141,False
1235,werewords,0.465852,True
1236,sails of glory,0.283764,True
1237,mamma mia!,0.301746,True
1238,the lord of the ice garden,0.154854,False
