,names,score,boolean
1262,adventure land,0.344412,True
1263,black orchestra,0.310376,True
1264,wiz-war,0.29212,True
1265,cinque terre,0.324816,True
1266,welcome back to the dungeon,0.413552,True
1267,tower of babel,0.373336,True
1268,time of crisis,0.437598,True
1269,panic on wall street!,0.262966,False
1270,qwinto,0.331664,True
1271,dragonheart,0.422002,True
1272,nuns on the run,0.279306,False
1273,sid meier's civilization: a new dawn,0.397124,True
1274,spades,0.39389,True
1275,the adventurers: the pyramid of horus,0.410368,True
1276,nightfall,0.26913,False
1277,eastfront,0.240382,False
1278,holmes: sherlock and mycroft,0.232594,False
1279,1860: railways on the isle of wight,0.521482,True
1280,perry rhodan: the cosmic league,0.324904,True
1281,strike of the eagle,0.311194,True
1282,ascension: darkness unleashed,0.16932,False
1283,powerboats,0.36519,True
1284,chimera station,0.283508,True
1285,asante,0.089946,False
1286,around the world in 80 days,0.315904,True
1287,dr. eureka,0.28857,True
1288,daytona 500,0.459074,True
1289,axis and allies: 1942,0.185352,False
1290,capital,0.38767,True
1291,verrater,0.241354,False
1292,poseidon,0.361156,True
1293,pantheon,0.130668,False
1294,city of iron: second edition,0.39427,True
1295,sanssouci,0.43788,True
1296,kings of air and steam,0.323546,True
1297,age of conan: the strategy board game,0.233608,False
1298,fortress america,0.226784,False
1299,punct,0.20572,False
1300,kreta,0.28486,True
1301,bloodborne: the card game,0.24704,False
1302,bottom of the 9th,0.318254,True
1303,terra,0.32463,True
1304,helios,0.318346,True
1305,ultimate werewolf: deluxe edition,0.205688,False
1306,sobek,0.363546,True
1307,dungeon command: heart of cormyr,0.262886,False
1308,first train to nuremberg,0.181796,False
1309,olympus,0.238324,False
1310,lotus,0.434006,True
1311,wits and wagers party,0.23098,False
1312,chronicle,0.335696,True
1313,cosmic encounter,0.175406,False
1314,1889: history of shikoku railways,0.321194,True
1315,god's playground,0.387306,True
1316,mage wars academy,0.132174,False
1317,dungeons and dragons: conquest of nerath board game,0.263046,False
1318,code 777,0.348826,True
1319,city of spies: estoril 1942,0.366796,True
1320,the guns of gettysburg,0.358662,True
1321,a game of thrones: hand of the king,0.430602,True
1322,keltis,0.2348,False
1323,tanto cuore,0.187764,False
1324,puzzle strike,0.218322,False
1325,revolver,0.231562,False
1326,canal mania,0.408642,True
1327,kingsport festival,0.297534,True
1328,fireteam zero,0.299828,True
1329,turfmaster,0.484968,True
1330,whistle stop,0.334464,True
1331,waggle dance,0.380792,True
1332,pyramid of pengqueen,0.253718,False
1333,capitol,0.21204,False
1334,basari,0.321972,True
1335,ribbit,0.197408,False
1336,monsterpocalypse,0.18537,False
1337,merlin,0.223484,False
1338,illuminati:  deluxe edition,0.259262,False
1339,blockers!,0.276834,False
1340,878: vikings ? invasions of england,0.241788,False
1341,warhammer,0.146864,False
1342,boss monster 2: the next level,0.240452,False
1343,king's forge,0.30025,True
1344,pit,0.301666,True
1345,dreamblade,0.359824,True
1346,dungeon command: sting of lolth,0.204976,False
1347,nauticus,0.291206,True
1348,greed,0.276276,False
1349,circus flohcati,0.421212,True
1350,vivajava: the coffee game ? the dice game,0.180408,False
1351,chicken cha cha cha,0.29613,True
1352,darkest night (first edition),0.236134,False
1353,silverton,0.349238,True
1354,dungeonquest revised edition,0.3304,True
1355,o zoo le mio,0.28596,True
1356,epic card game,0.225028,False
1357,new york slice,0.360848,True
1358,villa paletti,0.15461,False
1359,capital lux,0.49772,True
1360,inkognito,0.156526,False
1361,tikal ii: the lost temple,0.294718,True
1362,key market,0.349392,True
1363,to court the king,0.363796,True
1364,boomtown,0.30496,True
1365,unearth,0.378958,True
1366,fantastiqa,0.464918,True
1367,the builders: middle ages,0.254784,False
1368,safranito,0.395102,True
1369,take it easy!,0.356696,True
1370,deep space d-6,0.169846,False
1371,r-eco,0.279734,False
1372,lords of scotland,0.33133,True
1373,hera and zeus,0.26797,False
1374,pixel tactics 2,0.21642,False
1375,ancient terrible things,0.309416,True
1376,abalone,0.194752,False
1377,first martians: adventures on the red planet,0.326644,True
1378,pente,0.304814,True
1379,el gaucho,0.208236,False
1380,heroquest advanced quest,0.354274,True
1381,money!,0.164436,False
1382,the ravens of thri sahashri,0.3374,True
1383,inhabit the earth,0.420008,True
1384,ardennes '44,0.326464,True
1385,rise and decline of the third reich,0.23319,False
1386,drako,0.228882,False
1387,gosu,0.328958,True
1388,timbuktu,0.206008,False
1389,relic runners,0.285392,True
1390,zulus on the ramparts!,0.3187,True
1391,prophecy,0.422928,True
1392,mystery express,0.259232,False
1393,caesar and cleopatra,0.093642,False
1394,le fantome de l'opera,0.289942,True
1395,pick picknic,0.354242,True
1396,noblemen,0.233038,False
1397,famiglia,0.315984,True
1398,ghost fightin' treasure hunters,0.463214,True
1399,rhino hero: super battle,0.532742,True
1400,palazzo,0.336998,True
1401,industrial waste,0.25205,False
1402,friday the 13th,0.172152,False
1403,viral,0.269782,False
1404,heroes wanted,0.302172,True
1405,sentient,0.54941,True
1406,dreadball: the futuristic sports game,0.337338,True
1407,key to the city: london,0.44192,True
1408,mondo,0.143332,False
1409,escape from colditz,0.179506,False
1410,warhammer quest: silver tower,0.372792,True
1411,labyrinth,0.288282,True
1412,click clack lumberjack,0.307996,True
1413,the settlers of the stone age,0.190384,False
1414,carcassonne: wheel of fortune,0.167138,False
1415,robo rally,0.153872,False
1416,lovecraft letter,0.463592,True
1417,battlestations,0.27424,False
1418,7 ages,0.25661,False
1419,fab: the bulge,0.442334,True
1420,meeple circus,0.369828,True
1421,agricola: family edition,0.343838,True
1422,kupferkessel co.,0.422374,True
1423,gloom,0.297692,True
1424,mundus novus,0.38081,True
1425,piece o' cake,0.226434,False
1426,super dungeon explore: forgotten king,0.220394,False
1427,masons,0.327134,True
1428,when i dream,0.438516,True
1429,metro,0.31901,True
1430,word on the street,0.305294,True
1431,agra,0.304682,True
1432,age of war,0.432892,True
1433,a la carte,0.266926,False
1434,catan: junior,0.36264,True
1435,star wars miniatures,0.12284,False
1436,catan: portable edition,0.126278,False
1437,skat,0.240342,False
1438,quests of valeria,0.225776,False
1439,khet: the laser game,0.23093,False
1440,divinare,0.306864,True
1441,red november,0.084146,False
1442,tempus,0.186392,False
1443,merchants of amsterdam,0.15932,False
1444,prosperity,0.219404,False
1445,wings of war: the dawn of world war ii,0.261154,False
1446,giganten,0.198106,False
1447,lost legacy: flying garden,0.389192,True
1448,codenames: deep undercover,0.223322,False
1449,legacy: gears of time,0.306122,True
1450,"red winter: the soviet attack at tolvajarvi, finland ? 8-12 december 1939",0.423564,True
1451,dungeon command: curse of undeath,0.33944,True
1452,sorry! sliders,0.239662,False
1453,santa maria,0.37162,True
1454,power grid: the card game,0.27476,False
1455,the battle for hill 218,0.322586,True
1456,mistfall,0.191022,False
1457,gemblo,0.350306,True
1458,merchants of the middle ages,0.184756,False
1459,liberty roads,0.34955,True
1460,the battle at kemble's cascade,0.193206,False
1461,cathedral,0.22328,False
1462,onward to venus,0.238134,False
1463,incomodos invitados,0.201478,False
1464,greenland,0.039908,False
1465,drakon (third edition),0.306332,True
1466,shadowrift,0.293394,True
1467,byzantium,0.213334,False
1468,tamsk,0.282888,True
1469,that's life!,0.186248,False
1470,ace of aces: handy rotary series,0.23201,False
1471,gunslinger,0.196996,False
1472,conquest of paradise,0.426114,True
1473,ubongo extreme,0.210892,False
1474,flat top,0.26018,False
1475,sidereal confluence: trading and negotiation in the elysian quadrant,0.48341,True
1476,full metal planete,0.27305,False
1477,kory?,0.208408,False
1478,spyfall 2,0.310174,True
1479,dragon's gold,0.222456,False
1480,happy pigs,0.30832,True
1481,the name of the rose,0.293208,True
1482,sea of clouds,0.340146,True
1483,scrabble,0.200336,False
1484,the capitals,0.300924,True
1485,nusfjord,0.443542,True
1486,the lord of the rings trading card game,0.187298,False
1487,gang of four,0.18866,False
1488,carcassonne: star wars,0.153928,False
1489,outpost,0.273288,False
1490,balderdash,0.332754,True
1491,vivajava: the coffee game,0.361542,True
1492,twixt,0.352088,True
1493,wurfel bohnanza,0.249368,False
1494,phoenicia,0.139724,False
1495,witch of salem,0.222728,False
1496,band of brothers: screaming eagles,0.283408,True
1497,dale of merchants 2,0.277162,False
1498,p.i.,0.160184,False
1499,machiavelli,0.156284,False
1500,seafall,0.392338,True
1501,the dresden files cooperative card game,0.287998,True
1502,colonial: europe's empires overseas,0.42156,True
1503,animals on board,0.388522,True
1504,priests of ra,0.454102,True
1505,space cadets: away missions,0.327292,True
1506,hearts,0.391768,True
1507,dimension,0.354948,True
1508,dc comics deck-building game: forever evil,0.225782,False
1509,time's up! edicion amarilla,0.151436,False
1510,flying colors,0.31499,True
1511,storm over arnhem,0.201664,False
1512,anomia,0.365434,True
1513,cargo noir,0.201014,False
1514,dark souls: the board game,0.322428,True
1515,the fury of dracula,0.128292,False
1516,river dragons,0.38053,True
1517,heimlich and co.,0.211556,False
1518,star wars customizable card game,0.160896,False
1519,world at war: eisenbach gap,0.187318,False
1520,funemployed,0.372468,True
1521,timeline challenge,0.2724,False
1522,ubongo: duel,0.271498,False
1523,ascension: apprentice edition,0.401506,True
1524,bananagrams,0.27482,False
1525,dynasties: heirate and herrsche,0.31163,True
1526,cavum,0.268986,False
1527,keltis: das kartenspiel,0.280134,False
1528,one night ultimate vampire,0.19996,False
1529,nightfall: martial law,0.168002,False
1530,outfoxed,0.425956,True
1531,top race,0.267766,False
1532,days of ire: budapest 1956,0.35171,True
1533,invasion from outer space: the martian game,0.306874,True
1534,expedition,0.268982,False
1535,rummikub,0.267378,False
1536,neue heimat,0.2866,True
1537,ships,0.18171,False
1538,greed incorporated,0.219618,False
1539,circus maximus,0.258986,False
1540,boss monster: the dungeon building card game,0.36108,True
1541,shear panic,0.19317,False
1542,assault on doomrock,0.27298,False
1543,the lord of the rings: the fellowship of the ring deck-building game,0.302878,True
1544,grand cru,0.20999,False
1545,carcassonne: amazonas,0.285938,True
1546,pursuit of glory,0.216658,False
1547,world of warcraft trading card game,0.1892,False
1548,thunder and lightning,0.383834,True
1549,geistesblitz 2.0,0.012812,False
1550,don't mess with cthulhu,0.305588,True
1551,before the wind,0.203452,False
1552,city of remnants,0.319838,True
1553,pandemic: contagion,0.27993,False
1554,cave troll,0.24176,False
1555,mississippi queen,0.219348,False
1556,gentes,0.083456,False
1557,dungeon command: tyranny of goblins,0.16729,False
1558,glux,0.335718,True
1559,whitehall mystery,0.18564,False
1560,wildlife,0.15538,False
1561,big boggle,0.350918,True
1562,cruel necessity,0.103868,False
1563,10 days in europe,0.385914,True
1564,die siedler von nurnberg,0.195666,False
1565,isle of trains,0.303912,True
1566,the u.s. civil war,0.271982,False
1567,the devil's cauldron: the battles for arnhem and nijmegen,0.429008,True
1568,entdecker: exploring new horizons,0.205316,False
1569,carnival zombie,0.197356,False
1570,a brief history of the world,0.349934,True
1571,epic spell wars of the battle wizards: rumble at castle tentakill,0.337798,True
1572,black gold,0.336344,True
1573,xenon profiteer,0.505926,True
1574,pack and stack,0.194976,False
1575,axis and allies: pacific,0.372034,True
1576,10 days in africa,0.3308,True
1577,dungeon command: blood of gruumsh,0.351896,True
1578,progress: evolution of technology,0.274716,False
1579,space dealer,0.217182,False
1580,blood bowl (second edition),0.195654,False
1581,coal baron: the great card game,0.336816,True
1582,airships,0.356744,True
1583,archon: glory and machination,0.125454,False
1584,africana,0.233922,False
1585,galactic emperor,0.318478,True
1586,speed circuit,0.306864,True
1587,funny friends,0.311826,True
1588,tales of the arabian nights,0.401514,True
1589,la cosa nostra,0.192106,False
1590,masters gallery,0.19126,False
1591,iliad,0.225774,False
1592,flip city,0.340288,True
1593,blue max,0.324378,True
1594,the awful green things from outer space,0.239488,False
1595,leader 1,0.224744,False
1596,carcassonne: the discovery,0.263476,False
1597,tannhauser,0.282452,True
1598,viva topo!,0.341174,True
1599,flatline: a fuse aftershock game,0.00104,False
1600,norenberc,0.202804,False
1601,the golden city,0.230844,False
1602,buffy the vampire slayer: the game,0.45669,True
1603,clue: the great museum caper,0.281016,False
1604,after the flood,0.240428,False
1605,pagoda,0.26375,False
1606,loot,0.311618,True
1607,maori,0.38619,True
1608,field commander: rommel,0.248912,False
1609,lock 'n load: band of heroes,0.299272,True
1610,medieval merchant,0.346576,True
1611,age of napoleon,0.30759,True
1612,sos titanic,0.429508,True
1613,mutant chronicles: siege of the citadel,0.307052,True
1614,cloud 9,0.441114,True
1615,detroit-cleveland grand prix,0.412068,True
1616,queen's architect,0.212222,False
1617,walk the plank!,0.198558,False
1618,18al,0.340608,True
1619,deadlands: doomtown,0.276556,False
1620,dragonfire,0.350122,True
1621,where there is discord: war in the south atlantic,0.163452,False
1622,return of the heroes,0.338034,True
1623,goldland,0.329432,True
1624,rheinlander,0.337606,True
1625,march of the ants,0.243696,False
1626,duel in the dark,0.186042,False
1627,taboo,0.312224,True
1628,ivanhoe,0.41485,True
1629,trias,0.323382,True
1630,karmaka,0.338334,True
1631,nautilion,0.38822,True
1632,star fleet battles,0.26974,False
1633,streetsoccer,0.33896,True
1634,thunderstone: starter set,0.184264,False
1635,espana 1936,0.295754,True
1636,strozzi,0.200062,False
1637,mord im arosa,0.230144,False
1638,gheos,0.325842,True
1639,new england,0.18905,False
1640,sushizock im gockelwok,0.262292,False
1641,pax romana,0.269854,False
1642,voluspa,0.40809,True
1643,dungeon saga: dwarf king's quest,0.346414,True
1644,tesla vs. edison: war of currents,0.0949,False
1645,gloom of kilforth: a fantasy quest game,0.241296,False
1646,vault wars,0.239286,False
1647,dungeon raiders,0.236022,False
1648,wok star,0.209918,False
1649,kohle and kolonie,0.298946,True
1650,fog of love,0.316472,True
1651,raf,0.230778,False
1652,ave roma,0.280554,False
1653,tortuga 1667,0.26141,False
1654,marracash,0.376992,True
1655,1861: the railways of the russian empire,0.395202,True
1656,jorvik,0.284264,True
1657,strike,0.364196,True
1658,the cave,0.254142,False
1659,best treehouse ever,0.317626,True
1660,the city,0.280046,False
1661,citrus,0.231094,False
1662,v-commandos,0.26479,False
1663,colony,0.22001,False
1664,queen's necklace,0.122798,False
1665,pentago,0.236218,False
1666,patrician,0.34341,True
1667,explorers of the north sea,0.15658,False
1668,unusual suspects,0.2579,False
1669,1st and goal,0.309724,True
1670,the castle of the devil,0.126204,False
1671,joking hazard,0.418912,True
1672,duel of ages set 1: worldspanner,0.20916,False
1673,megawatts,0.264304,False
1674,portobello market,0.243072,False
1675,quo vadis?,0.183604,False
1676,man o' war,0.251876,False
1677,magic: the gathering ? arena of the planeswalkers,0.121788,False
1678,flames of war: the world war ii miniatures game,0.118224,False
1679,atlantis,0.210554,False
1680,garden dice,0.334106,True
1681,gifttrap,0.352804,True
1682,xenoshyft: dreadmire,0.138746,False
1683,kashgar: merchants of the silk road,0.213048,False
1684,fallen,0.311108,True
1685,zombie dice,0.304644,True
1686,battleground,0.276622,False
1687,kingmaker,0.21947,False
1688,star fluxx,0.286012,True
1689,vietnam 1965-1975,0.306114,True
1690,pacific war,0.199548,False
1691,transatlantic,0.46504,True
1692,panzergruppe guderian,0.242142,False
1693,the road to canterbury,0.328282,True
1694,mesopotamia,0.292266,True
1695,small city,0.424418,True
1696,avenue,0.43066,True
1697,medici vs strozzi,0.324216,True
1698,talisman,0.213008,False
1699,angola,0.438458,True
1700,grifters,0.391672,True
1701,crude: the oil game,0.275866,False
1702,new world: a carcassonne game,0.266248,False
1703,dragonwood,0.486838,True
1704,bios: megafauna,0.399962,True
1705,time of soccer,0.380558,True
1706,lyngk,0.366222,True
1707,wizard kings,0.123414,False
1708,pelican cove,0.30701,True
1709,ottoman sunset,0.316266,True
1710,axis and allies: europe,0.284796,True
1711,baltimore and ohio,0.419962,True
1712,escape: zombie city,0.16328,False
1713,aliens,0.411198,True
1714,risk: the lord of the rings trilogy edition,0.382136,True
1715,shifting sands,0.24225,False
1716,malifaux (second edition),0.44754,True
1717,rivet wars: eastern front,0.244726,False
1718,keyper,0.454518,True
1719,sub terra,0.378614,True
1720,marvel dice masters: the amazing spider-man,0.21857,False
1721,shark,0.156018,False
1722,bioshock infinite: the siege of columbia,0.266676,False
1723,the world cup game,0.539222,True
1724,android: mainframe,0.36737,True
1725,mus,0.259296,False
1726,alien artifacts,0.35402,True
1727,ultimate warriorz,0.389658,True
1728,"machi koro: bright lights, big city",0.321772,True
1729,doppelkopf,0.361504,True
1730,cardline: animals,0.17506,False
1731,industria,0.176218,False
1732,dancing eggs,0.350014,True
1733,dust tactics,0.188906,False
1734,fast flowing forest fellers,0.387962,True
1735,kings and things,0.183472,False
1736,sator arepo tenet opera rotas,0.23107,False
1737,battlefleet gothic,0.311712,True
1738,serenissima (second edition),0.203402,False
1739,steam works,0.282654,True
1740,clockwork wars,0.372732,True
1741,linq,0.257254,False
1742,braverats,0.364862,True
1743,heroclix,0.393648,True
1744,fire in the sky: the great pacific war 1941-1945,0.230858,False
1745,pizarro and co.,0.294796,True
1746,turning point: stalingrad,0.33385,True
1747,santa cruz,0.248918,False
1748,10 days in asia,0.336666,True
1749,the napoleonic wars,0.311116,True
1750,g.e.v.,0.293542,True
1751,federation commander: klingon border,0.299008,True
1752,the pillars of the earth: builders duel,0.213858,False
1753,roll for it! deluxe edition,0.40871,True
1754,10 days in the usa,0.350932,True
1755,blood bound,0.341116,True
1756,myth,0.253754,False
1757,space hulk (second edition),0.257068,False
1758,marvel heroes,0.25436,False
1759,jet set,0.275064,False
1760,silent war,0.207934,False
1761,intrigue,0.208498,False
1762,"downtown: air war over hanoi, 1965-1972",0.299316,True
1763,mystery rummy: jekyll and hyde,0.376946,True
1764,triassic terror,0.405358,True
1765,the dwarf king,0.265382,False
1766,decktet,0.358768,True
1767,coffee roaster,0.44542,True
1768,de bellis antiquitatis,0.347434,True
1769,krazy wordz,0.264302,False
1770,raid on st. nazaire,0.262458,False
1771,dschunke,0.154024,False
1772,bazaar,0.362768,True
1773,black friday,0.223128,False
1774,saint malo,0.157204,False
1775,dreadfleet,0.18417,False
1776,risk: star wars original trilogy edition,0.290478,True
1777,the manhattan project: chain reaction,0.321382,True
1778,urbion,0.17449,False
1779,mousquetaires du roy,0.167834,False
1780,defenders of the last stand,0.21714,False
1781,hold the line,0.216692,False
1782,limes,0.319072,True
1783,attila,0.192322,False
1784,santa fe rails,0.35299,True
1785,gobblet,0.249926,False
1786,beowulf: the legend,0.385822,True
1787,german railways,0.274886,False
1788,storm over stalingrad,0.38607,True
1789,flip ships,0.500584,True
1790,comuni,0.188466,False
1791,okiya,0.307002,True
1792,monopoly deal card game,0.297522,True
1793,arimaa,0.363418,True
1794,cable car,0.337736,True
1795,leader 1: hell of the north,0.37648,True
1796,field commander: alexander,0.254814,False
1797,nacht der magier,0.346388,True
1798,the blood of an englishman,0.390722,True
1799,hellenes: campaigns of the peloponnesian war,0.253824,False
1800,infection: humanity's last gasp,0.299152,True
1801,habitats,0.451312,True
1802,smash up: munchkin,0.233478,False
1803,king and assassins,0.277038,False
1804,senji,0.233308,False
1805,rory's story cubes,0.36814,True
1806,risk europe,0.274316,False
1807,nefarious,0.332628,True
1808,battleship galaxies,0.34948,True
1809,martian dice,0.309918,True
1810,longhorn,0.208488,False
1811,dutch blitz,0.334844,True
1812,lifeboat,0.106462,False
1813,ninja camp,0.189716,False
1814,hordes,0.34712,True
1815,escape from atlantis,0.287972,True
1816,ladies and gentlemen,0.302138,True
1817,pinata,0.274716,False
1818,"sun, sea and sand",0.297376,True
1819,zug um zug: deutschland,0.353524,True
1820,eminent domain: microcosm,0.24042,False
1821,frostgrave,0.28425,True
1822,wings of glory: ww1 rules and accessories pack,0.410642,True
1823,en garde,0.282352,True
1824,steam over holland,0.336138,True
1825,tales and games: the three little pigs,0.348358,True
1826,the werewolves of miller's hollow: the village,0.19419,False
1827,coyote,0.210912,False
1828,hands in the sea,0.292512,True
1829,"warhammer 40,000 (fifth edition)",0.303376,True
1830,letter tycoon,0.34592,True
1831,raj,0.239602,False
1832,neuland,0.27835,False
1833,darjeeling,0.347272,True
1834,noch mal!,0.244116,False
1835,my first stone age,0.236834,False
1836,dominare,0.45751,True
1837,the great fire of london 1666,0.198504,False
1838,zooloretto: the dice game,0.36539,True
1839,mystery rummy: al capone and the chicago underworld,0.464626,True
1840,australia,0.372756,True
1841,cheating moth,0.1386,False
1842,bus,0.339184,True
1843,the caucasus campaign,0.321218,True
1844,the world of smog: on her majesty's service,0.30576,True
1845,escape the room: mystery at the stargazer's manor,0.398328,True
1846,betrayal at baldur's gate,0.099858,False
1847,dojo kun,0.299178,True
1848,oh hell!,0.39627,True
1849,phantom leader,0.222472,False
1850,flash duel: second edition,0.234148,False
1851,the third world war,0.31745,True
1852,"silent victory: u.s. submarines in the pacific, 1941-45",0.288398,True
1853,jenseits von theben,0.470148,True
1854,string railway,0.219996,False
1855,david and goliath,0.305122,True
1856,evolution: the beginning,0.314114,True
1857,thebes: the tomb raiders,0.2616,False
1858,planetarium,0.405106,True
1859,rail baron,0.302806,True
1860,rapa nui,0.352574,True
1861,tiny epic defenders,0.091782,False
1862,the great war,0.07069,False
1863,asgard,0.165084,False
1864,ascension: dreamscape,0.37647,True
1865,railways of the world: the card game,0.217928,False
1866,colonia,0.304642,True
1867,afrika (second edition),0.268576,False
1868,abraca...what?,0.284198,True
1869,get bit!,0.30094,True
1870,deadwood,0.190916,False
1871,1835,0.157942,False
1872,panzer leader,0.187264,False
1873,the settlers of canaan,0.249486,False
1874,quartermaster general: 1914,0.46619,True
1875,praetor,0.114282,False
1876,the builders: antiquity,0.195678,False
1877,aquadukt,0.361172,True
1878,rum and pirates,0.15813,False
1879,poseidon's kingdom,0.327412,True
1880,bullfrogs,0.304294,True
1881,castle dice,0.405772,True
1882,fuji flush,0.406346,True
1883,origin,0.32181,True
1884,multiuniversum,0.186534,False
1885,el caballero,0.12964,False
1886,axis and allies naval miniatures: war at sea,0.259478,False
1887,king me!,0.24446,False
1888,billabong,0.318542,True
1889,richelieu,0.093654,False
1890,streetcar,0.215694,False
1891,roll through the ages: the iron age,0.218684,False
1892,pi mal pflaumen,0.349036,True
1893,sunrise city,0.284788,True
1894,navia dratp,0.327336,True
1895,rook,0.325416,True
1896,ascension: dawn of champions,0.342198,True
1897,furstenfeld,0.31469,True
1898,formula motor racing,0.3681,True
1899,bezzerwizzer,0.326908,True
1900,thief's market,0.257592,False
1901,breaking away,0.39297,True
1902,midgard,0.112902,False
1903,star trek: expeditions,0.30658,True
1904,chrononauts,0.298506,True
1905,pinochle,0.424368,True
1906,asia engulfed,0.128262,False
1907,rockwell,0.24024,False
1908,tunisia,0.232936,False
1909,kakerlakenpoker royal,0.323708,True
1910,council of verona,0.191486,False
1911,the red dragon inn 4,0.238382,False
1912,ruse and bruise,0.14691,False
1913,masques,0.198652,False
1914,shanghaien,0.204216,False
1915,eggs and empires,0.358004,True
1916,pax,0.42542,True
1917,resident evil deck building game,0.213656,False
1918,confucius,0.338442,True
1919,spqr,0.213,False
1920,sleeping queens,0.470746,True
1921,sol:  last days of a star,0.603404,True
1922,terra nova,0.263792,False
1923,neuroshima: convoy,0.11476,False
1924,rolling freight,0.449482,True
1925,"warhammer 40,000",0.3075,True
1926,dead last,0.30076,True
1927,courtier,0.359162,True
1928,battalia: the creation,0.169646,False
1929,archer: once you go blackmail...,0.55256,True
1930,london dread,0.174704,False
1931,monza,0.29619,True
1932,noir: deductive mystery game,0.264446,False
1933,khronos,0.142162,False
1934,fresh fish,0.240688,False
1935,war of 1812,0.198282,False
1936,entdecker,0.23636,False
1937,dust,0.205044,False
1938,dice throne,0.037284,False
1939,quebec 1759,0.307566,True
1940,advanced heroquest,0.304508,True
1941,wendake,0.366358,True
1942,504,0.304148,True
1943,was sticht?,0.315768,True
1944,pixel tactics 3,0.168408,False
1945,boggle,0.310578,True
1946,band of brothers: ghost panzer,0.203138,False
1947,commissioned,0.398814,True
1948,dc comics deck-building game: rivals ? batman vs the joker,0.265184,False
1949,polarity,0.246748,False
1950,wildcatters,0.384188,True
1951,w1815,0.384494,True
1952,take 5!,0.210288,False
1953,chaosmos,0.219638,False
1954,dungeon roll,0.428242,True
1955,cavern tavern,0.167686,False
1956,tiki topple,0.243602,False
1957,conquest of the fallen lands,0.353114,True
1958,fortress america,0.226784,False
1959,apotheca,0.18955,False
1960,12 thieves,0.13831,False
1961,uchronia,0.268158,False
1962,dilluvia project,0.338098,True
1963,opera,0.34976,True
1964,enemy action: ardennes,0.333578,True
1965,mini rails,0.358296,True
1966,catan histories: struggle for rome,0.176384,False
1967,burano,0.245574,False
1968,keltis: das orakel,0.24139,False
1969,dos rios,0.132742,False
1970,panzerblitz,0.211348,False
1971,malifaux,0.315006,True
1972,via appia,0.27569,False
1973,posthuman,0.162772,False
1974,russian front,0.300054,True
1975,triumvirate,0.455796,True
1976,lost legends,0.09168,False
1977,three-dragon ante,0.309636,True
1978,close action,0.35686,True
1979,fische fluppen frikadellen,0.243982,False
1980,the mines of zavandor,0.211516,False
1981,kuhhandel master,0.172016,False
1982,kepler-3042,0.3811,True
1983,caesar: epic battle of alesia,0.263976,False
1984,topoum,0.126654,False
1985,ruhrschifffahrt 1769-1890,0.299194,True
1986,ice flow,0.340056,True
1987,canterbury,0.363664,True
1988,augsburg 1520,0.211222,False
1989,the walking dead: all out war,0.233254,False
1990,wicked witches way,0.146652,False
1991,qwirkle cubes,0.243032,False
1992,midnight party,0.024104,False
1993,catch phrase!,0.503656,True
1994,heartland,0.403396,True
1995,municipium,0.415352,True
1996,dungeons and dragons: attack wing,0.207712,False
1997,ticket to ride: the card game,0.247332,False
1998,bargain hunter,0.38872,True
1999,subdivision,0.338122,True
2000,slide 5,0.346508,True
2001,calimala,0.39948,True
2002,war and peace,0.07078,False
2003,tanto cuore: expanding the house,0.254792,False
2004,solarius mission,0.301148,True
2005,spirits of the rice paddy,0.258806,False
2006,kaosball: the fantasy sport of total domination,0.188496,False
2007,sentinel tactics: the flame of freedom,0.233412,False
2008,micro mutants: evolution,0.293422,True
2009,the witcher adventure game,0.26153,False
2010,pairs,0.371544,True
2011,if wishes were fishes!,0.38981,True
2012,car wars,0.234686,False
2013,munchkin cthulhu,0.173964,False
2014,grimoire,0.355168,True
2015,liberty: the american revolution 1775-83,0.25223,False
2016,simurgh,0.297652,True
2017,guild ball,0.330412,True
2018,nevermore,0.249646,False
2019,clippers,0.211314,False
2020,cafe international,0.285014,True
2021,phantom leader deluxe,0.17828,False
2022,panzer (second edition),0.389742,True
2023,arcane academy,0.35989,True
2024,bombay,0.27294,False
2025,saloon tycoon,0.153828,False
2026,clue master detective,0.2773,False
2027,2nd fleet,0.206778,False
2028,dc comics deck-building game: teen titans,0.371888,True
2029,micropul,0.245844,False
2030,master labyrinth,0.201752,False
2031,apex theropod deck-building game,0.331714,True
2032,1911 amundsen vs scott,0.110268,False
2033,cave evil,0.297144,True
2034,comancheria: the rise and fall of the comanche empire,0.226104,False
2035,world at war: blood and bridges,0.396554,True
2036,cthulhu gloom,0.076568,False
2037,livingstone,0.314074,True
2038,talon,0.232824,False
2039,dc comics dice masters: war of light,0.313472,True
2040,leaping lemmings,0.298256,True
2041,das motorsportspiel,0.37386,True
2042,battle for souls,0.33181,True
2043,kill doctor lucky,0.210864,False
2044,axis and allies: d-day,0.229106,False
2045,milestones,0.253506,False
2046,wing leader: victories 1940-1942,0.376794,True
2047,asking for trobils,0.406088,True
2048,burma,0.305102,True
2049,kingdom of solomon,0.316858,True
2050,dungeons and dragons: the fantasy adventure board game,0.284978,True
2051,mystery rummy: murders in the rue morgue,0.328282,True
2052,wellington,0.089042,False
2053,hearts and minds: vietnam 1965-1975,0.223848,False
2054,telestrations after dark,0.311608,True
2055,cheaty mages!,0.183776,False
2056,fate of the elder gods,0.338606,True
2057,ukraine '43,0.142766,False
2058,zero!,0.24117,False
2059,madame ching,0.268046,False
